trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2946.7674513083	-2790.26530611769	-156.502145190608	1950.13309465795	0.40124322462358	0.746028292658305	8.63830188780741	256.283288062029	-2790.26530611769
stderr.of.mean	0.113359321585096	0.0812725967459128	0.0838573241450614	16.1311962914106	0.000355660089840978	0.00119874206791927	0.0091946007449611	0.222350097007527	0.0812725967459128
stdev	6.12494807040241	5.31711828892542	4.11973962964078	774.567589890571	0.01855652819812	0.0430902448413448	0.397017730652088	10.9342879336082	5.31711828892542
variance	37.5149888651262	28.2717468984251	16.9722546160327	599954.951308888	0.000344344738767625	0.00185676920048705	0.157623078452134	119.55865261505	28.2717468984251
median	-2946.37297115472	-2789.83840409769	-156.354187403135	1798.92214847123	0.400548235746358	0.747972700468598	8.62699503899816	256.151371072673	-2789.83840409769
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1817.31296894335	0.400815030511169	0.744767472798837	8.62919011806732	256.050064089317	NaN
HPD95.lower	-2981.01367820368	-2818.82470441159	-173.20909661206	506.925846161326	0.344872700912428	0.572396231308512	7.39204697826228	216.987930407648	-2818.82470441159
HPD95.upper	-2937.48605298913	-2782.40388692152	-149.899130338478	3418.1705345587	0.432733610181114	0.813569487006832	9.31551310305433	274.345156535741	-2782.40388692152
ACT	3082.84832763989	2102.70395798606	3728.93631196205	3903.52543987856	3306.12538344776	6965.23980769235	4827.12394537327	3721.65523387652	2102.70395798606
ESS	2919.70250994826	4280.67867842938	2413.82508226963	2305.86431128268	2722.52227488523	1292.27424302884	1864.67140721077	2418.54751027662	4280.67867842938
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
