trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3317.57933713515	-3178.78198291343	-138.797354221716	5059.30712231226	0.40834238704327	0.794502700501584	9.30611361856136	315.907908009051	-3178.78198291343
stderr.of.mean	0.253765990881199	0.24631232453992	0.0849948137815644	44.8329220876008	0.000582226424147888	0.00139097067266738	0.0125698185698949	0.416644499125202	0.24631232453992
stdev	8.42516144281944	7.55973676633741	3.95460956500415	2111.53393073263	0.0191549114693427	0.0367907627505457	0.380845233615211	12.7262428673887	7.55973676633741
variance	70.9833453375713	57.1496199763136	15.6389368116223	4458575.54063521	0.000366910633398357	0.00135356022376694	0.145043091967425	161.957257519762	57.1496199763136
median	-3317.06287976151	-3178.22351864532	-138.606067610809	4654.5206185777	0.407889503977859	0.796818021872598	9.30268770813413	315.760964916073	-3178.22351864532
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4677.05014031119	0.407893826897551	0.793639637139221	9.29831984707234	315.651571094631	NaN
HPD95.lower	-3354.17680801456	-3212.74274852564	-157.017916108002	1166.25069640169	0.338212747526082	0.621996792340331	8.01586498065586	270.954655421832	-3212.74274852564
HPD95.upper	-3304.6702161837	-3167.51970300303	-132.632865220775	8986.23595962595	0.440890412870904	0.850157908622186	9.94794945684907	337.125413685907	-3167.51970300303
ACT	8164.93775039429	9554.35652008806	4157.38392630804	4057.33125703784	8315.0722966556	12864.7356720843	9804.00385207215	9646.58053920742	9554.35652008806
ESS	1102.39664712267	942.08332932473	2165.06345325517	2218.45332061238	1082.49209133399	699.664589264092	918.094294515966	933.076748119861	942.08332932473
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
