trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3498.91951447919	-3355.83801650201	-143.081497977183	4570.3003235259	0.400547866136808	0.833901357317716	10.0807105564236	339.70543203044	-3355.83801650201
stderr.of.mean	0.25634526708808	0.235793176187263	0.111489968448805	59.0179533815301	0.000635326422442099	0.00171254214243394	0.0159464492998104	0.494635962833479	0.235793176187263
stdev	7.74265532168467	6.83239740634599	4.21170928756942	1903.30674859676	0.0185143586802491	0.03304249990713	0.407304285221227	13.350918598091	6.83239740634599
variance	59.948711430412	46.6816543182434	17.7384951229985	3622576.57925397	0.000342781477340916	0.00109180680011269	0.165896780759574	178.247027412851	46.6816543182434
median	-3498.5768559423	-3355.60354341478	-142.932202980508	4191.98717087184	0.399802821361062	0.83684986990624	10.0785238619284	339.450277508133	-3355.60354341478
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4224.16020214216	0.400121246420921	0.833236462702977	10.0724797145434	339.442995200077	NaN
HPD95.lower	-3531.08096520977	-3385.05747421677	-162.67227266592	993.351177718849	0.334002639066338	0.642127976977101	8.46324761253092	285.692289075911	-3385.05747421677
HPD95.upper	-3486.73288599982	-3345.22360487205	-136.537493887697	8162.48034580588	0.432273994105989	0.883276628425002	10.7606671577357	362.173084516223	-3345.22360487205
ACT	9865.36728168392	10719.1100777923	6306.6294759291	8653.52831589904	10597.8798819863	24175.7103710281	13795.3441212653	12353.5445517904	10719.1100777923
ESS	912.38366935525	839.715231458268	1427.22828958871	1040.15375826096	849.320817015432	372.315843541321	652.466507604191	728.616791906537	839.715231458268
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
