trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3333.3287212585	-3189.85844000182	-143.470281256681	4069.26307784144	0.40147703481888	0.796371970656271	9.45659286822289	314.046962402929	-3189.85844000182
stderr.of.mean	0.191574801252774	0.157486361960076	0.111935152249235	43.6131522858531	0.000529102282790513	0.00184047708352868	0.0166799792566161	0.50043812912184	0.157486361960076
stdev	7.2986649881794	6.35560681879958	4.51169213662814	1702.09571918313	0.0186037350899361	0.0384188410346098	0.403971523882622	12.8193065052166	6.35560681879958
variance	53.2705106096759	40.3937380351717	20.3553659357122	2897129.83726153	0.000346098959296521	0.00147600734644262	0.163192992108048	164.334619274687	40.3937380351717
median	-3332.91042615115	-3189.47177197095	-143.18826232025	3751.0258957692	0.401101145367365	0.799350878760227	9.45114951494818	313.942015394025	-3189.47177197095
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3756.99880886512	0.401046858586101	0.795429533546383	9.44796399009977	313.785191319601	NaN
HPD95.lower	-3368.46291326483	-3221.93858593275	-162.923985306011	907.015867081722	0.342996159314142	0.618612477787487	8.07486609387395	267.887079639037	-3221.93858593275
HPD95.upper	-3322.17353703571	-3180.08689351599	-136.422885688585	7353.98937353235	0.432924344356864	0.854836224906723	10.1309237522711	335.286970244482	-3180.08689351599
ACT	6200.58138015075	5526.04428143412	5539.83179401023	5908.93892267437	7279.83408243391	20654.5060578805	15343.7675769737	13715.5814875302	5526.04428143412
ESS	1451.63807200627	1628.83240553115	1624.77857355381	1523.28533393034	1236.42927820556	435.788683339913	586.622545919411	656.260910861377	1628.83240553115
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
