trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2960.01216786721	-2808.61180587476	-151.400361992446	2370.22227528698	0.402669870239508	0.73428687259681	8.53419150364005	260.76274329213	-2808.61180587476
stderr.of.mean	0.136066114354508	0.104288376774756	0.10037834876982	21.5608341459245	0.000386964280207988	0.00130637540521864	0.00938996758086008	0.238611887548125	0.104288376774756
stdev	6.6969521351401	5.63239906657624	4.41436447223273	962.327234138593	0.0188513594837477	0.0440689509412426	0.38936399456224	11.2161819045376	5.63239906657624
variance	44.8491679003576	31.7239192451689	19.4866136937106	926073.705564835	0.000355373754385485	0.00194207243706164	0.151604320261464	125.802736515676	31.7239192451689
median	-2959.63558370452	-2808.30309146205	-151.196710525034	2183.83493803342	0.402095996589723	0.7356856130631	8.52516496011365	260.528426984405	-2808.30309146205
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2200.9672438483	0.402229085034844	0.732951220073149	8.52533069021806	260.522083035456	NaN
HPD95.lower	-2989.00212365934	-2838.908494434	-171.527521309493	683.550375004126	0.327792888016775	0.562678291644169	7.09878360373727	224.170797817654	-2838.908494434
HPD95.upper	-2949.76230006159	-2800.0454575592	-144.535502603281	4154.00923805706	0.434437065251919	0.804926487914241	9.18763265297794	279.543513663251	-2800.0454575592
ACT	3715.2503161908	3085.5137351693	4653.569697722	4517.81110382417	3792.26702631559	7908.84511386016	5234.30604986068	4073.20781550313	3085.5137351693
ESS	2422.71697300564	2917.18033771971	1934.21407321054	1992.33650835489	2373.51429568107	1138.09284041052	1719.61668161142	2209.8062283346	2917.18033771971
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
