trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3179.83054690533	-3040.72242966106	-139.108117244274	4299.31639937637	0.405812283872292	0.752805533856133	8.89161041147152	294.322066549574	-3040.72242966106
stderr.of.mean	0.162494584462242	0.125294131279159	0.113785839797569	46.9180755412356	0.000462390755548657	0.00161126579154016	0.0137649591089763	0.402289951859159	0.125294131279159
stdev	7.26857712811996	6.17867411248092	4.40086636956614	1788.96868452382	0.0188245356687369	0.0407131018208942	0.372008180351972	12.0264371801306	6.17867411248092
variance	52.8322134674286	38.1760137882418	19.3676248027782	3200408.95420689	0.000354363143143549	0.0016575566598785	0.138390086248785	144.635191247627	38.1760137882418
median	-3179.41118482035	-3040.35109103807	-138.867947389017	3977.28555273888	0.405368433792841	0.754498251112325	8.89073691953996	294.173752951385	-3040.35109103807
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3970.62080309163	0.405376426445468	0.751691633479071	8.883830990261	294.076509848067	NaN
HPD95.lower	-3220.69404574437	-3068.75853741439	-161.201135963616	824.407032791797	0.332675202308994	0.576094647914533	7.55487975513324	254.137025503468	-3068.75853741439
HPD95.upper	-3168.83307637364	-3031.45593775435	-132.30009612122	7758.07807502769	0.436844413118954	0.817145639146122	9.5222042396256	314.27040865054	-3031.45593775435
ACT	4498.02102326613	3700.95141510605	6016.48141132143	6190.3814016662	5430.15522586696	14096.4090917631	12322.1750821648	10070.4041509924	3700.95141510605
ESS	2001.10225217759	2432.07732024282	1496.05714447359	1454.02995647042	1657.59534039157	638.531411894077	730.471685394903	893.807226109488	2432.07732024282
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
