trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3494.73867769758	-3354.98434705339	-139.754330644198	5350.66280620447	0.403461116816153	0.832144934100457	10.0148427359137	342.452047364168	-3354.98434705339
stderr.of.mean	0.281987353756181	0.243582496699153	0.133429109121368	75.5518279638054	0.0012250477145704	0.00328507167588863	0.0215347769863154	0.718160644524075	0.243582496699153
stdev	8.18027622431591	7.16545916082201	4.05228493616211	2228.07498624534	0.0182652403028889	0.0324781406689287	0.405287024808052	13.2834302801328	7.16545916082201
variance	66.9169191061082	51.343804985408	16.4210132038464	4964318.14433219	0.000333619003322277	0.00105482962131072	0.164257572477763	176.449520007148	51.343804985408
median	-3494.3872074249	-3354.61828273921	-139.579338748482	4904.48296227958	0.403112773216219	0.834879157678041	10.0145320446199	342.303857543663	-3354.61828273921
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4950.02208547584	0.403047862786296	0.831501711619884	10.0066443517236	342.194610955773	NaN
HPD95.lower	-3546.55456018858	-3402.11929452017	-157.666452231734	901.291682940787	0.345569890130145	0.696429627133448	8.57176649961983	295.981789984128	-3402.11929452017
HPD95.upper	-3482.25503782282	-3343.87177261743	-133.444713539334	9536.11792457186	0.433800972004717	0.879777171939991	10.6834024778337	364.634520930863	-3343.87177261743
ACT	10694.6316392081	10400.3177762732	9757.61607892858	10348.3915112237	40485.3345448394	92076.7298151595	25409.6019085556	26306.6306136451	10400.3177762732
ESS	841.637216096438	865.45432491827	922.458921030673	869.797010505222	222.327420563389	97.755426567268	354.236167587077	342.157083215789	865.45432491827
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
