trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2720.10453951233	-2581.18967370703	-138.9148658053	3953.57843122097	0.420354961275903	0.650362687664379	7.48987797207548	240.775376040648	-2581.18967370703
stderr.of.mean	0.157001438964773	0.13931001613125	0.0714223605243886	36.0496445742208	0.000406250897591105	0.00167468154713818	0.00940797867417286	0.295651440118604	0.13931001613125
stdev	6.98607411076813	5.91700031417532	3.74328292559471	1653.9699098597	0.0196396668449209	0.0489675451591181	0.348817279228088	10.8085901167183	5.91700031417532
variance	48.8052314811447	35.0108927179508	14.0121670610489	2735616.46272129	0.000385716513779485	0.00239782047891027	0.121673494288086	116.82562031122	35.0108927179508
median	-2719.86847958212	-2580.95505599129	-138.67269536654	3617.53505738997	0.41948289589149	0.651233494916444	7.47801638428694	240.458145780643	-2580.95505599129
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3651.86568177938	0.419897745526666	0.648497292820215	7.48175941020327	240.532724461251	NaN
HPD95.lower	-2752.66439847518	-2607.96231251378	-154.828120817568	964.013354623447	0.353738280369953	0.471129603273813	6.17149317118771	202.890429056306	-2607.96231251378
HPD95.upper	-2709.17951812107	-2571.87118349839	-133.226231669055	7117.59124552752	0.453517637523747	0.729296020060077	8.08226571684107	259.094824513032	-2571.87118349839
ACT	4545.51811479395	4988.89087465293	3276.46548025457	4275.5232249613	3850.9061830151	10526.6530456774	6546.95223006158	6733.86500829126	4988.89087465293
ESS	1980.1923065063	1804.20863597787	2747.16765802784	2105.2394119743	2337.37192552237	855.067604198858	1374.83819702704	1336.67663205563	1804.20863597787
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
