trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2943.10872196171	-2805.3287489357	-137.779973026005	4349.82354376316	0.416457745551561	0.70672546626866	8.13103456771031	267.287271443871	-2805.3287489357
stderr.of.mean	0.151656548118523	0.121790877292138	0.080577065880277	42.5995871916907	0.000455503908631624	0.00181701245939477	0.0125606363612156	0.391240312789495	0.121790877292138
stdev	7.00813119297159	5.8587047936222	3.8063911191962	1745.20018787384	0.0193604087783916	0.043317095062989	0.345158503963728	11.0554236740251	5.8587047936222
variance	49.1139028179014	34.3244218588118	14.4886133522957	3045723.69575489	0.000374825428066423	0.00187637072469602	0.119134392858479	122.222392612195	34.3244218588118
median	-2942.65577596181	-2804.86635506624	-137.589081774949	4003.78125941175	0.415969367757109	0.708648892622646	8.12370579342147	267.108050846682	-2804.86635506624
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4036.45022439761	0.416008765572094	0.705379971998899	8.1237191264072	267.058780361918	NaN
HPD95.lower	-2974.50716507689	-2830.56698100758	-154.453619269596	915.390417986001	0.347551973299198	0.531897233574398	7.05901275784324	226.791043736853	-2830.56698100758
HPD95.upper	-2932.43377639646	-2796.51181482984	-131.940234017197	7671.21351308064	0.448831628214425	0.775554714197147	8.71630726919561	285.917947549332	-2796.51181482984
ACT	4214.63909103272	3889.27624259208	4033.09618185129	5362.44416433775	4981.9306112378	15835.7875341181	11918.6930036654	11271.4273932441	3889.27624259208
ESS	2135.65142959714	2314.31233951156	2231.78411675477	1678.52563572783	1806.72929881768	568.396107904795	755.200255366246	798.567890824106	2314.31233951156
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
