trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2824.38210631322	-2673.36194942141	-151.020156891811	2263.16667588183	0.40687501248459	0.686189926941745	7.93849644036145	240.83487584512	-2673.36194942141
stderr.of.mean	0.141961850480301	0.132143567556702	0.0944690016409324	18.6482744692714	0.000337109244665794	0.00140803505450311	0.00878481132822853	0.224994262795235	0.132143567556702
stdev	6.6344443653004	5.8733636503272	4.31072208001733	889.786111616381	0.0189225177526204	0.0481176512269799	0.374846908748085	10.6412073085508	5.8733636503272
variance	44.0158520362662	34.4964005689848	18.582324851149	791719.324425399	0.000358061678098233	0.00231530835960128	0.140510204997995	113.235292983556	34.4964005689848
median	-2824.0429396209	-2672.89908642293	-150.901007506726	2092.18867760308	0.406563761682447	0.687200396284084	7.9270407061901	240.596839306614	-2672.89908642293
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2107.96101445824	0.406435920601207	0.684483013845371	7.92966340835935	240.600069859782	NaN
HPD95.lower	-2855.19111314385	-2707.84449722763	-170.132476324684	648.001398598066	0.34010904185578	0.518149220432077	6.634319365375	202.208179555468	-2707.84449722763
HPD95.upper	-2814.1160531354	-2664.43488930496	-144.218253278424	3933.62626731542	0.438893233150372	0.763831919982534	8.57859475335828	258.919271564969	-2664.43488930496
ACT	4120.75405327691	4555.75936872089	4322.36171152421	3953.19797172214	2856.44578989189	7706.56061345288	4943.10133622175	4023.4960937346	4555.75936872089
ESS	2184.30895987161	1975.74087468259	2082.42636797417	2276.89077662834	3151.11878959925	1167.96589963719	1820.92160119054	2237.10916832165	1975.74087468259
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
