trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3016.94163662203	-2872.47917099034	-144.462465631688	3288.29196543629	0.407774316111868	0.724051696415271	8.39727613471512	269.290481775992	-2872.47917099034
stderr.of.mean	0.159422311767134	0.143038927279526	0.0908531092563503	30.8598957556148	0.000388226282366015	0.00151398655715822	0.0106543623955028	0.312790350949902	0.143038927279526
stdev	7.42108555901645	6.49148251591328	4.20148231852094	1345.76043134985	0.0188679944492845	0.0436976080671728	0.370717074155238	11.5404259038047	6.49148251591328
variance	55.0725108742425	42.1393452544079	17.6524536728441	1811071.13858694	0.000356001214538231	0.00190948095079224	0.13743114907022	133.181430041205	42.1393452544079
median	-3016.54879940405	-2871.98727167031	-144.263912491974	3029.33873271944	0.407268543813221	0.725078111405351	8.38330090960234	269.03513378696	-2871.98727167031
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3051.05238898946	0.40733779132959	0.722716427347998	8.38911374914229	269.043715600008	NaN
HPD95.lower	-3050.44547499082	-2901.92204404754	-163.173165793624	598.379073279963	0.338565864502782	0.549759933717768	7.12087916583642	231.049532666909	-2901.92204404754
HPD95.upper	-3005.46020904955	-2862.64650845344	-137.949207614205	5852.09272468213	0.43984854990791	0.793672566170987	9.02909988224264	288.599515627438	-2862.64650845344
ACT	4153.4198268348	4369.81659469156	4208.40001132854	4732.55754895379	3810.31509089229	10803.6675590082	7433.82367673801	6611.58407506936	4369.81659469156
ESS	2167.1298292182	2059.81184906808	2138.817597132	1901.9314412753	2362.27182930748	833.142999896812	1210.81698886214	1361.39840283368	2059.81184906808
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
