trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3341.9920812166	-3191.41115995838	-150.580921258222	3124.40063253725	0.399081664773941	0.813928978476174	9.68076022238318	311.653947854209	-3191.41115995838
stderr.of.mean	0.159973176240447	0.129021210837931	0.102311673800261	30.4153614674749	0.00053267581492962	0.00132018722460727	0.0126860715361102	0.360691442413145	0.129021210837931
stdev	7.13072180624466	6.1274379946208	4.13612908484307	1231.02419657543	0.0181404526981451	0.0346435731280009	0.40334792704562	12.4299004393838	6.1274379946208
variance	50.8471934780531	37.5454963779225	17.1075638064847	1515420.57255418	0.000329076024093641	0.00120017715907514	0.162689550251998	154.502424932993	37.5454963779225
median	-3341.49689575829	-3190.91937660291	-150.386682175784	2904.59544702063	0.398605627006924	0.815582200719	9.66895557085702	311.443761128642	-3190.91937660291
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2910.29952522962	0.398670199813662	0.813183217031409	9.67237065099573	311.406260037072	NaN
HPD95.lower	-3372.63546027398	-3219.48940746946	-168.30443280031	797.498701561774	0.33155498050482	0.660762653661435	8.33209592677566	265.909660869223	-3219.48940746946
HPD95.upper	-3331.23021840839	-3182.06017391889	-144.077923514484	5465.84802923126	0.429565170627521	0.8673083638142	10.3571748618027	332.173415160932	-3182.06017391889
ACT	4529.70430519504	3990.31224030537	5506.86861465996	5494.08393074227	7760.18760347208	13069.7776239793	8903.01607600727	7578.42367667117	3990.31224030537
ESS	1987.10542533139	2255.71320185991	1634.50422187997	1638.30769851089	1159.89463914155	688.68807557106	1011.00569999607	1187.71401336507	2255.71320185991
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
