trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3495.63941062367	-3347.16495739826	-148.474453225412	3675.4346826761	0.398078515970974	0.837047596249107	10.1205455070889	335.36087315438	-3347.16495739826
stderr.of.mean	0.200693982297364	0.184533373892279	0.114553400532824	35.6217908149212	0.000651430151787291	0.00142982912875184	0.0150710980485779	0.45222479455107	0.184533373892279
stdev	7.37617238862062	6.51720645528657	4.33074862559644	1492.9048317146	0.0186327838001498	0.0323734815885887	0.409472195136639	12.8405464013308	6.51720645528657
variance	54.4079191066492	42.4739799808289	18.7553836581055	2228764.8365568	0.000347180632143126	0.00104804231016669	0.167667478590018	164.879631884728	42.4739799808289
median	-3495.23260963557	-3346.78532793118	-148.339818814922	3409.69169490462	0.396979678880619	0.838476121651408	10.1098104426592	335.155614088642	-3346.78532793118
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3411.99457957367	0.397644722951627	0.836414911418498	10.1122647620834	335.115046030227	NaN
HPD95.lower	-3528.58523105553	-3375.98333326641	-166.132835673025	930.11322526583	0.33735381945108	0.678930441769548	8.52418664174281	288.950677731598	-3375.98333326641
HPD95.upper	-3484.21522994756	-3337.03361595164	-141.584669434554	6449.25328525581	0.430002134517229	0.888000567161906	10.797559054977	356.717874945036	-3337.03361595164
ACT	6662.68205529896	7215.54916858087	6296.98303471436	5124.00747689956	11000.7609387403	17556.2585891803	12192.2388256919	11163.0850912172	7215.54916858087
ESS	1350.95745606551	1247.44489846922	1429.41468166244	1756.63287779711	818.216126150151	512.694658390782	738.256535873691	806.318318497971	1247.44489846922
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
