trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2862.55332384151	-2707.82166938991	-154.731654451605	1973.86243887998	0.402971653543551	0.707601435099715	8.2030191392946	243.41874486335	-2707.82166938991
stderr.of.mean	0.127030914022829	0.0905323905879443	0.0948555482247283	16.5917279102436	0.000355417456802835	0.00128348124068577	0.00908565033627994	0.216167941649816	0.0905323905879443
stdev	6.31522931223158	5.37375431793904	4.29374032539708	781.341876207817	0.0185035063297648	0.0465674874136916	0.394265961407642	10.9310294555209	5.37375431793904
variance	39.8821212660689	28.8772354695684	18.4362059819411	610495.127515951	0.000342379746495648	0.00216853088402432	0.155445648324692	119.487404957467	28.8772354695684
median	-2862.24330563383	-2707.49227414512	-154.573866586359	1832.93857798128	0.402628217507029	0.709268075977443	8.19383643599478	243.298402705161	-2707.49227414512
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1839.25517080506	0.402547192554956	0.706043667171785	8.19356362108917	243.173615590435	NaN
HPD95.lower	-2893.79542619097	-2731.97254917723	-171.299281869422	474.95103501372	0.336926792032285	0.497561841051579	6.93434383492627	203.20768692379	-2731.97254917723
HPD95.upper	-2852.69109221235	-2699.61074153161	-147.961130221409	3430.04168484049	0.433828819203596	0.781401937247006	8.86083707088664	261.893090605076	-2699.61074153161
ACT	3641.52336069081	2554.43506277355	4392.34484257305	4058.29428143308	3320.5647092226	6836.84829343121	4779.42854710436	3519.67812784707	2554.43506277355
ESS	2471.76774894902	3523.67540329129	2049.24711574494	2217.92688647052	2710.68350964535	1316.54230336632	1883.2795409094	2557.33611797786	3523.67540329129
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
