trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2567.20216437523	-2406.7811342799	-160.42103009533	1391.41928768758	0.407308733145495	0.668500217092164	7.60450654374048	209.70152823696	-2406.7811342799
stderr.of.mean	0.12065287994688	0.108971808559635	0.087621301222913	10.5087834226833	0.000306459516812951	0.00145163985137004	0.00903289102388382	0.195418228425057	0.108971808559635
stdev	6.40099045405997	5.83637230186847	3.81615967294509	532.707302805581	0.0188834268186229	0.052079942005112	0.394628183617092	9.97256934361109	5.83637230186847
variance	40.9726787929669	34.0632416460175	14.5630746494124	283777.070462397	0.000356583808414287	0.00271232035925583	0.155731403304925	99.4521393131317	34.0632416460175
median	-2566.80195414468	-2406.34392001967	-160.254225514953	1298.11215982932	0.406748022686955	0.669380099524746	7.59240086015968	209.377524660038	-2406.34392001967
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1300.8777174688	0.406872610981671	0.666444726827136	7.59429999388212	209.46476111872	NaN
HPD95.lower	-2599.95713206032	-2436.14797953343	-174.806149068367	333.15886978975	0.339189639963939	0.450779240334911	6.23608758879089	173.872691715637	-2436.14797953343
HPD95.upper	-2557.51574501807	-2397.87863844252	-154.345346108857	2393.89173298758	0.439639393114379	0.752402561521692	8.27700677747491	226.526051672058	-2397.87863844252
ACT	3197.59554897147	3137.50803103282	4744.70073541108	3502.43501821251	2370.42986424594	6992.2876270539	4715.41421700603	3455.87891962587	3137.50803103282
ESS	2814.92761112181	2868.83727817487	1897.06379852852	2569.92633787499	3797.20156911849	1287.27542116176	1908.84609193782	2604.54726839054	2868.83727817487
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
