trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3218.16957268121	-3078.14422594376	-140.025346737448	4589.06286335346	0.408668294816622	0.779734013445467	9.09967112959386	304.078543674586	-3078.14422594376
stderr.of.mean	0.214125634405855	0.20325553728908	0.0892298838286307	45.1309124319187	0.000526693755909646	0.00143094121148401	0.0119510860206347	0.377588168816609	0.20325553728908
stdev	8.00304661559228	7.0794550371265	3.9984382816146	1937.79761913246	0.0188348184602649	0.0384182172780475	0.383201470479475	12.390027036556	7.0794550371265
variance	64.048755131343	50.1186836226958	15.9875086918811	3755059.61271544	0.000354750386431134	0.00147595941882327	0.146843366977632	153.512769966589	50.1186836226958
median	-3217.81840469449	-3077.70534741954	-139.855666912426	4212.83775120713	0.408530638027838	0.782971812161431	9.09446071257098	303.92683907817	-3077.70534741954
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4236.82578656937	0.408234282328951	0.77877290373148	9.09159741421104	303.82605908703	NaN
HPD95.lower	-3257.35619456095	-3114.12541833365	-159.331305801185	1145.88375825916	0.331137290905867	0.591993390474665	7.608399536314	256.340900223978	-3114.12541833365
HPD95.upper	-3205.78701221446	-3067.36033004404	-133.724312139926	8252.14487217673	0.440178973583293	0.838114670416785	9.74689489738933	324.752805716231	-3067.36033004404
ACT	6442.71820501056	7418.6967709856	4482.1085016432	4881.7315773239	7037.78453047473	12485.6647777565	8753.92688305408	8358.62326964957	7418.6967709856
ESS	1397.08112532375	1213.28587457608	2008.2066279074	1843.81297034243	1278.95361971146	720.906748676732	1028.22426097986	1076.85197784699	1213.28587457608
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
