trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3225.27594918616	-3073.86174343933	-151.414205746829	2969.48403377058	0.401377679307468	0.800878484392704	9.42217238312723	297.996821108943	-3073.86174343933
stderr.of.mean	0.216381920520046	0.181733296650391	0.0952583179441628	28.330021547181	0.000535054313558824	0.00154900251889736	0.013468776531431	0.39694409057316	0.181733296650391
stdev	7.7060889175641	6.77196875043251	3.98247342715634	1174.55028749947	0.0186034964925415	0.036634451308889	0.400553930959311	12.162049680466	6.77196875043251
variance	59.3838064054043	45.8595607568344	15.8600945980064	1379568.37786509	0.000346090081748004	0.00134208302270336	0.160443451606956	147.915452430124	45.8595607568344
median	-3224.86810874565	-3073.47054711438	-151.257804330668	2752.52634242206	0.400984203267611	0.802567202169348	9.41676819183218	297.881856867019	-3073.47054711438
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2767.36810110988	0.400946831911101	0.800029112191062	9.41365833888141	297.748804495146	NaN
HPD95.lower	-3255.32982393511	-3102.6831784658	-167.091291589376	780.227252757331	0.343699861995356	0.620302596116884	8.01809674616514	257.929241770914	-3102.6831784658
HPD95.upper	-3213.22307226863	-3063.39494039184	-145.174584615182	5182.5812807902	0.432335714717388	0.859127873955273	10.0867472829724	318.203873101503	-3063.39494039184
ACT	7096.04587608236	6481.59100147522	5149.23304681852	5235.92096955367	7444.73236938338	16090.4195940531	10175.9930665529	9587.10843636374	6481.59100147522
ESS	1268.4529042207	1388.70224886935	1748.02731167146	1719.08629873137	1209.04279071425	559.401198171779	884.532835383418	938.86494136849	1388.70224886935
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
