trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3435.04568467406	-3292.19770870629	-142.847975967767	4637.25186793885	0.402436607370057	0.828725495134	9.92118956440559	333.101080614211	-3292.19770870629
stderr.of.mean	0.274308044287338	0.256340965159221	0.122616278861645	51.25327052767	0.00064391923594939	0.00159185898249972	0.0166079269851038	0.523372579405761	0.256340965159221
stdev	8.50194473413107	7.67900531610419	4.22739997480541	1906.25598234558	0.018100369084544	0.0323131112023646	0.398763229049498	12.900493857422	7.67900531610419
variance	72.2830642622191	58.9671226447564	17.8709105469847	3633811.87022829	0.000327623360996718	0.00104413715557638	0.159012112841982	166.422741765381	58.9671226447564
median	-3434.58138919503	-3291.68169544568	-142.702086846434	4270.94796051326	0.40232129393021	0.830803775466394	9.92182804817583	333.012628616413	-3291.68169544568
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4292.89954094708	0.402029491855254	0.828088087588475	9.91316574995641	332.851039486457	NaN
HPD95.lower	-3478.53830512036	-3329.29598267689	-165.381961312673	1104.92005838153	0.340159895443283	0.682644760425467	8.50587057729019	287.140635185335	-3329.29598267689
HPD95.upper	-3421.9365800946	-3280.61198237441	-136.164764987981	8207.69150094841	0.432400461509493	0.878259626257845	10.5683047414511	354.438054826979	-3280.61198237441
ACT	9368.77990713678	10029.2532506714	7571.67714261726	6506.13741450513	11390.1761596237	21842.0872948811	15611.4466606874	14813.2980822092	10029.2532506714
ESS	960.744097867363	897.474595069924	1188.7722931737	1383.46294068931	790.242387286957	412.094314910529	576.56411962552	607.629708795922	897.474595069924
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
