trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2889.59786865979	-2749.1795456884	-140.418322971383	3938.47430001252	0.415005733050475	0.694151912796014	7.97523670070228	259.507689495231	-2749.1795456884
stderr.of.mean	0.1964868659875	0.178205551491374	0.0772839237118285	38.0742460164266	0.000367951929925113	0.00148553453217945	0.0089258415425575	0.277065261186955	0.178205551491374
stdev	7.33613546512145	6.43782697789809	4.01438077370744	1648.16103125495	0.0186460178010989	0.0459307917434659	0.355169849003797	11.0854803579563	6.43782697789809
variance	53.8188835626127	41.4456161973524	16.1152529963119	2716434.78494738	0.000347673979838899	0.00210963763018164	0.12614562164138	122.887874766635	41.4456161973524
median	-2889.02689672207	-2748.59671862032	-140.320306212182	3608.0535138962	0.414567616861745	0.696146464092388	7.96362550480141	259.32846740469	-2748.59671862032
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3640.37358879692	0.414588058191398	0.692605390162887	7.96733281678405	259.271021915641	NaN
HPD95.lower	-2922.12466273336	-2779.45064024808	-156.062218153283	1015.60783567594	0.356991075381736	0.490266046005279	6.64355286829341	217.854527650586	-2779.45064024808
HPD95.upper	-2878.42757317691	-2739.49661088522	-134.062268069829	7069.79744535802	0.446185794844149	0.7660076241879	8.57622957037177	278.140824933718	-2739.49661088522
ACT	6456.16871365222	6896.14463328404	3335.67478756423	4802.92543693629	3504.71320902983	9414.56252359653	5684.19107221794	5622.08780477241	6896.14463328404
ESS	1394.1705056385	1305.22204487373	2698.40454277999	1874.0661536777	2568.25579245945	956.072040250412	1583.51467880686	1601.00665670133	1305.22204487373
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
