trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2800.84253636816	-2657.09276184156	-143.749774526601	3344.73055280737	0.415139867165862	0.683769242490444	7.84301225460285	248.111146046384	-2657.09276184156
stderr.of.mean	0.239157277539762	0.22341433374264	0.0913320893797961	31.2931197091608	0.000390833578663674	0.00153600603938228	0.0102765261913252	0.272907523664841	0.22341433374264
stdev	8.12008921688743	7.27951853099593	3.98784990009366	1390.55185138661	0.0193704329221006	0.0486599528724031	0.361111780987948	10.81724955185	7.27951853099593
variance	65.9358488902115	52.9913900431131	15.902946825677	1933634.45139474	0.000375213671589599	0.00236779101354449	0.130401718368288	117.012887866999	52.9913900431131
median	-2800.31806123909	-2656.55601347903	-143.612165909557	3072.82023142573	0.414860028168325	0.684966715625255	7.83923850103632	248.094025500484	-2656.55601347903
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3090.770992863	0.41468865968683	0.68201138025332	7.8347116065775	247.875128907033	NaN
HPD95.lower	-2837.78274393566	-2692.16734204502	-163.505761755104	706.699990369805	0.34746985216646	0.487910289308232	6.55475183731533	207.440614201688	-2692.16734204502
HPD95.upper	-2788.35351282985	-2645.92287849645	-137.466840055438	5957.87828416346	0.447590210242111	0.761943663692966	8.45820205307025	266.036375872391	-2645.92287849645
ACT	7807.07055283489	8477.33329477729	4720.75740744211	4557.91111656246	3663.93354779154	8967.78076847126	7288.72989718184	5728.48557282325	8477.33329477729
ESS	1152.92925036159	1061.77257481965	1906.68556401781	1974.80814562011	2456.64935856312	1003.70428675571	1234.92022985791	1571.27043187505	1061.77257481965
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
