trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-3129.94206051554	-2983.33459468282	-146.607465832723	3534.97876512348	0.408910957338982	0.778190633233987	8.9740531632649	290.02440617666	-2983.33459468282
stderr.of.mean	0.279902730553335	0.269878114915749	0.0870493986585603	32.9760183946725	0.000542904318310268	0.00173816108363296	0.0149474519177884	0.45071286847406	0.269878114915749
stdev	8.18308877278804	7.51693093226332	3.68789276183467	1413.77917253544	0.0194530960530985	0.0388256848914967	0.383879453767861	11.7931192025289	7.51693093226332
variance	66.9629418633297	56.5042506404171	13.6005530227925	1998771.548695	0.000378422946051075	0.0015074338072938	0.147363435025111	139.077660525057	56.5042506404171
median	-3129.50428274193	-2983.00476477744	-146.417568711092	3271.87962327651	0.408542685639953	0.779797288594725	8.96646745368316	289.643858803345	-2983.00476477744
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3290.66416651075	0.408449010782222	0.777213609560971	8.96585444761709	289.785110299825	NaN
HPD95.lower	-3168.58398681217	-3017.12550037882	-163.076526955742	903.121587529044	0.333284349139937	0.630487105480258	7.53688725313887	248.830368646509	-3017.12550037882
HPD95.upper	-3117.06667685274	-2971.6773100837	-140.938724713727	6158.66013983213	0.441072865616092	0.838903946227127	9.61618982065119	309.970439955425	-2971.6773100837
ACT	10529.8515688719	11601.0345535444	5014.38281995642	4896.38747762722	7009.89695390179	18037.8303224004	13645.4259792707	13145.7401483418	11601.0345535444
ESS	854.807870854378	775.879078581829	1795.03646274822	1838.29405681796	1284.04169978418	499.006800658395	659.634958532902	684.708498603282	775.879078581829
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
