trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2983.62508009865	-2842.3511237116	-141.273956387057	3718.58463729479	0.409855216389684	0.71093022819652	8.2846372494152	267.56521646622	-2842.3511237116
stderr.of.mean	0.239134907790892	0.201223537622415	0.103300983341136	41.6317426666721	0.00040944034628827	0.00187888888110157	0.0129208738274257	0.38839066074534	0.201223537622415
stdev	8.32257566846153	7.19734157122413	4.12987778927969	1586.12534872816	0.0188665833380474	0.0458145343412524	0.367936770692652	11.5038212559807	7.19734157122413
variance	69.2652657572679	51.801725692871	17.0558905543857	2515793.62187804	0.000355947966851488	0.0020989715569058	0.135377467227737	132.337903489554	51.801725692871
median	-2983.03462785755	-2841.74945899232	-141.001240754532	3402.16978357476	0.409269076495762	0.713175754852901	8.27816782742482	267.399796244913	-2841.74945899232
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3430.98423030463	0.409422482576291	0.709428770906134	8.27646588289934	267.317802990977	NaN
HPD95.lower	-3020.02260289286	-2875.32719115306	-159.005109497536	914.46156032676	0.337769764565969	0.527872189082258	7.04395801043381	227.341392234164	-2875.32719115306
HPD95.upper	-2970.94510093786	-2831.62151969956	-134.887020524142	6643.78112273434	0.441892473824709	0.782507238965289	8.89474432335536	286.717747779277	-2831.62151969956
ACT	7430.41299469031	7034.8661066069	5630.88962967337	6200.35667828491	4238.74469416653	15136.9418756363	11098.8987783378	10258.7822205765	7034.8661066069
ESS	1211.37277381917	1279.48419537745	1598.50407164207	1451.69067959003	2123.50604941775	594.637944305487	810.981357679161	877.394588019058	1279.48419537745
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
