trace	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-2448.32898980657	-2302.89454136065	-145.434448445912	2862.90462536636	0.426046741083544	0.588657381862337	6.78897353508313	206.001047337498	-2302.89454136065
stderr.of.mean	0.218092643095608	0.200358490820562	0.0575665241149611	23.0059162817995	0.000328970655263606	0.00135950394147226	0.00714170963751631	0.203247233270021	0.200358490820562
stdev	7.98073443148018	7.15875235098319	3.18841731267868	1187.20962183713	0.0197726516477	0.0520281772210082	0.334630652148378	9.74100804036317	7.15875235098319
variance	63.6921220658132	51.2477352227073	10.1660049597891	1409466.68618266	0.000390957753181294	0.00270693122494064	0.111977673357249	94.8872376424198	51.2477352227073
median	-2447.82560765992	-2302.48022361183	-145.242690849543	2633.78567991872	0.425716838150644	0.589915222006676	6.7847610215339	205.911465271521	-2302.48022361183
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2650.14903194976	0.425588281083587	0.58632948007475	6.78073200925982	205.770639929861	NaN
HPD95.lower	-2487.47336818608	-2339.57538850547	-160.319078534017	656.036321841117	0.357069478346367	0.412335881515494	5.68004076788174	171.022648262088	-2339.57538850547
HPD95.upper	-2435.8488600159	-2291.7932259561	-140.513247273811	5066.65914715167	0.459464268386897	0.672565186375884	7.36010878174756	222.379556608681	-2291.7932259561
ACT	6721.07616424817	7049.90606052311	2933.81146653627	3379.6113406409	2491.30553946273	6145.06136812218	4099.35417918299	3918.17640743626	7049.90606052311
ESS	1339.22005643673	1276.75460108643	3068.02263971884	2663.32400171586	3612.96511303914	1464.75347613177	2195.71171617913	2297.24215145523	1276.75460108643
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
